CustomerID,Gender,Age,Tenure,Contract,MonthlyCharges,InternetService,PaymentMethod,Churn,TotalCharges
CUST_004047,Female,62,73,One Year,92.67,DSL,Bank Transfer,No,6894.4
CUST_004048,Female,32,36,One Year,90.86,Fiber Optic,Mailed Check,No,3379.78
CUST_004049,Female,44,25,Month-to-Month,97.56,Fiber Optic,Electronic Check,Yes,2398.74
CUST_004050,Female,51,17,One Year,32.46,Fiber Optic,Electronic Check,No,552.28
CUST_004051,Female,47,4,Two Year,85.37,DSL,Credit Card,No,351.62
CUST_004052,Female,61,92,One Year,49.57,DSL,Bank Transfer,No,4679.31
CUST_004053,Male,52,11,Month-to-Month,96.03,DSL,Electronic Check,No,1038.8
CUST_004054,Male,32,2,One Year,44.04,DSL,Mailed Check,No,86.53
CUST_004055,Female,75,16,Month-to-Month,88.4,Fiber Optic,Electronic Check,Yes,1437.43
CUST_004056,Male,47,49,Two Year,49.5,DSL,Credit Card,No,2530.68
CUST_004057,Female,42,52,Month-to-Month,20.9,Fiber Optic,Credit Card,Yes,1080.15
CUST_004058,Male,59,1,Month-to-Month,83.34,No,Electronic Check,Yes,82.11
CUST_004059,Male,48,52,Month-to-Month,31.33,Fiber Optic,Mailed Check,No,1693.46
CUST_004060,Male,50,7,Month-to-Month,85.93,Fiber Optic,Bank Transfer,No,612.52
CUST_004061,Female,75,1,Two Year,112.56,DSL,Mailed Check,No,111.3
CUST_004062,Male,40,45,Month-to-Month,116.92,No,Electronic Check,No,5028.47
CUST_004063,Female,40,47,Month-to-Month,43.59,DSL,Bank Transfer,No,2094.11
CUST_004064,Male,46,21,Two Year,100.93,DSL,Electronic Check,No,2088.35
CUST_004065,Male,61,20,Month-to-Month,55.36,DSL,Bank Transfer,Yes,1059.65
CUST_004066,Male,22,40,Month-to-Month,110.05,DSL,Mailed Check,No,4451.43
CUST_004067,Male,18,37,One Year,98.75,Fiber Optic,Bank Transfer,No,3589.08
CUST_004068,Male,36,52,Month-to-Month,27.39,No,Bank Transfer,No,1401.27
CUST_004069,Female,20,19,Month-to-Month,60.71,Fiber Optic,Bank Transfer,No,1151.09
CUST_004070,Female,38,82,Month-to-Month,53.73,Fiber Optic,Bank Transfer,No,4501.68
CUST_004071,Male,52,120,One Year,98.52,Fiber Optic,Mailed Check,No,11557.97
CUST_004072,Male,31,2,Two Year,61.03,Fiber Optic,Electronic Check,No,116.95
CUST_004073,Male,23,45,Month-to-Month,88.46,No,Electronic Check,Yes,3950.62
CUST_004074,Male,46,16,Month-to-Month,80.24,Fiber Optic,Electronic Check,No,1226.7
CUST_004075,Female,57,11,Month-to-Month,117.56,Fiber Optic,Electronic Check,No,1318.67
CUST_004076,Male,19,22,Two Year,113.78,Fiber Optic,Bank Transfer,No,2618.12
CUST_004077,Female,57,1,Month-to-Month,62.77,Fiber Optic,Mailed Check,Yes,63.77
CUST_004078,Male,57,16,Two Year,92.36,DSL,Electronic Check,Yes,1444.57
CUST_004079,Female,59,49,Month-to-Month,102.95,DSL,Credit Card,No,4883.98
CUST_004080,Male,63,5,Two Year,109.89,Fiber Optic,Bank Transfer,No,534.77
CUST_004081,Male,75,13,One Year,26.81,No,Mailed Check,No,338.83
CUST_004082,Female,39,67,One Year,50.21,Fiber Optic,Electronic Check,No,3301.44
CUST_004083,Male,46,13,Month-to-Month,52.02,No,Electronic Check,Yes,649.03
CUST_004084,Male,38,10,One Year,63.44,DSL,Mailed Check,No,659.5
CUST_004085,Male,45,13,Month-to-Month,36.93,Fiber Optic,Credit Card,No,498.58
CUST_004086,Female,67,17,Month-to-Month,69.62,Fiber Optic,Electronic Check,No,1197.18
CUST_004087,Male,24,23,Month-to-Month,86.32,No,Bank Transfer,No,1898.39
CUST_004088,Male,32,38,Two Year,69.74,DSL,Credit Card,No,2730.68
CUST_004089,Female,65,14,One Year,86.58,Fiber Optic,Bank Transfer,No,1159.0
CUST_004090,Female,60,40,Month-to-Month,26.64,DSL,Mailed Check,No,1023.66
CUST_004091,Female,39,18,One Year,107.6,Fiber Optic,Bank Transfer,No,1902.96
CUST_004092,Male,57,9,Month-to-Month,113.91,No,Credit Card,Yes,1018.16
CUST_004093,Male,50,25,Two Year,81.79,DSL,Bank Transfer,No,2014.87
CUST_004094,Male,67,30,One Year,108.14,No,Credit Card,No,3135.59
CUST_004095,Female,46,19,One Year,33.14,No,Bank Transfer,Yes,605.24
CUST_004096,Male,60,1,Month-to-Month,99.74,DSL,Credit Card,Yes,103.32
CUST_004097,Male,75,4,Two Year,31.91,Fiber Optic,Credit Card,No,125.89
CUST_004098,Female,53,8,Two Year,60.8,DSL,Bank Transfer,No,472.71
CUST_004099,Female,45,7,One Year,52.38,DSL,Bank Transfer,No,366.18
CUST_004100,Female,55,26,Month-to-Month,78.56,Fiber Optic,Bank Transfer,No,1947.95
CUST_004101,Female,39,1,One Year,50.15,Fiber Optic,Credit Card,No,50.65
CUST_004102,Female,75,33,One Year,83.73,Fiber Optic,Credit Card,No,2693.6
CUST_004103,Male,47,7,Month-to-Month,56.74,DSL,Electronic Check,No,401.08
CUST_004104,Female,40,8,Month-to-Month,106.08,No,Bank Transfer,No,858.33
CUST_004105,Male,32,18,Month-to-Month,83.39,Fiber Optic,Credit Card,Yes,1547.44
CUST_004106,Male,61,5,One Year,41.53,DSL,Bank Transfer,No,202.04
CUST_004107,Female,58,51,Month-to-Month,53.61,Fiber Optic,Bank Transfer,Yes,2724.12
CUST_004108,Female,37,2,Month-to-Month,104.74,DSL,Electronic Check,Yes,219.16
CUST_004109,Female,53,14,One Year,58.65,DSL,Mailed Check,No,839.75
CUST_004110,Male,22,45,Month-to-Month,73.58,Fiber Optic,Credit Card,No,3468.49
CUST_004111,Female,47,22,Month-to-Month,84.89,Fiber Optic,Credit Card,No,1947.39
CUST_004112,Female,51,8,Month-to-Month,54.78,DSL,Electronic Check,Yes,443.09
CUST_004113,Female,70,13,Two Year,49.4,Fiber Optic,Bank Transfer,No,627.04
CUST_004114,Female,33,29,One Year,67.53,DSL,Credit Card,No,2008.69
CUST_004115,Female,25,86,Month-to-Month,41.49,Fiber Optic,Credit Card,No,3638.83
CUST_004116,Male,31,53,Two Year,48.42,DSL,Bank Transfer,No,2589.07
CUST_004117,Male,24,10,Month-to-Month,26.21,Fiber Optic,Electronic Check,Yes,267.29
CUST_004118,Male,65,120,Two Year,50.4,DSL,Bank Transfer,No,6116.7
CUST_004119,Female,68,1,Month-to-Month,52.07,Fiber Optic,Credit Card,No,52.17
CUST_004120,Female,49,1,Month-to-Month,116.18,Fiber Optic,Bank Transfer,No,115.2
CUST_004121,Female,63,41,Month-to-Month,78.97,DSL,Credit Card,No,3090.36
CUST_004122,Male,47,5,Month-to-Month,98.74,DSL,Mailed Check,Yes,511.75
CUST_004123,Female,43,1,Month-to-Month,24.54,Fiber Optic,Credit Card,Yes,25.44
CUST_004124,Female,40,6,One Year,30.65,DSL,Credit Card,No,185.63
CUST_004125,Female,40,13,Two Year,101.45,Fiber Optic,Bank Transfer,No,1288.24
CUST_004126,Male,21,31,Month-to-Month,82.35,Fiber Optic,Credit Card,Yes,2432.39
CUST_004127,Female,48,23,Month-to-Month,39.1,Fiber Optic,Credit Card,No,854.46
CUST_004128,Male,44,6,Month-to-Month,60.48,No,Credit Card,No,347.38
CUST_004129,Female,56,16,Month-to-Month,73.87,Fiber Optic,Bank Transfer,Yes,1165.36
CUST_004130,Male,46,62,One Year,104.36,Fiber Optic,Bank Transfer,No,6268.7
CUST_004131,Male,42,40,Month-to-Month,26.04,Fiber Optic,Electronic Check,Yes,1017.13
CUST_004132,Male,31,9,One Year,79.67,No,Electronic Check,No,731.35
CUST_004133,Female,46,96,Month-to-Month,91.7,DSL,Bank Transfer,Yes,9207.4
CUST_004134,Female,56,29,Month-to-Month,117.79,No,Bank Transfer,Yes,3315.75
CUST_004135,Male,27,1,Month-to-Month,100.72,No,Electronic Check,No,100.37
CUST_004136,Male,46,1,Month-to-Month,47.62,Fiber Optic,Credit Card,Yes,49.96
CUST_004137,Female,48,4,Month-to-Month,90.96,DSL,Bank Transfer,Yes,379.55
CUST_004138,Female,34,31,One Year,96.33,No,Bank Transfer,No,2942.13
CUST_004139,Male,36,4,Month-to-Month,92.97,Fiber Optic,Mailed Check,Yes,365.17
CUST_004140,Female,48,17,Month-to-Month,102.01,Fiber Optic,Electronic Check,No,1689.46
CUST_004141,Female,27,2,One Year,110.37,Fiber Optic,Credit Card,Yes,213.13
CUST_004142,Female,50,60,Month-to-Month,29.84,DSL,Electronic Check,Yes,1783.25
CUST_004143,Female,31,10,One Year,30.48,DSL,Bank Transfer,No,299.96
CUST_004144,Male,60,57,Month-to-Month,99.64,Fiber Optic,Bank Transfer,Yes,5818.54
CUST_004145,Female,75,69,Month-to-Month,45.24,Fiber Optic,Bank Transfer,No,3039.42
CUST_004146,Female,32,1,Two Year,25.85,No,Bank Transfer,No,26.46
CUST_004147,Male,53,14,One Year,60.12,Fiber Optic,Electronic Check,No,823.85
CUST_004148,Male,34,1,Month-to-Month,101.99,No,Electronic Check,Yes,102.94
CUST_004149,Female,60,57,Month-to-Month,32.66,DSL,Bank Transfer,No,1887.39
CUST_004150,Female,26,17,Two Year,87.18,Fiber Optic,Credit Card,No,1507.52
CUST_004151,Female,52,1,Month-to-Month,20.36,DSL,Mailed Check,Yes,19.7
CUST_004152,Female,31,2,Month-to-Month,30.97,Fiber Optic,Electronic Check,Yes,60.59
CUST_004153,Male,41,11,One Year,55.09,No,Electronic Check,No,590.6
CUST_004154,Male,29,67,One Year,28.36,DSL,Bank Transfer,No,1914.59
CUST_004155,Male,57,28,One Year,104.59,No,Mailed Check,No,2804.28
CUST_004156,Female,32,48,One Year,106.41,DSL,Electronic Check,No,5117.0
CUST_004157,Female,53,10,One Year,95.56,DSL,Bank Transfer,No,916.18
CUST_004158,Female,39,1,Two Year,44.25,DSL,Electronic Check,Yes,43.53
CUST_004159,Female,43,87,One Year,72.32,Fiber Optic,Bank Transfer,Yes,6409.31
CUST_004160,Male,47,1,Month-to-Month,38.42,DSL,Electronic Check,Yes,38.08
CUST_004161,Male,33,70,Month-to-Month,48.13,Fiber Optic,Credit Card,Yes,3295.09
CUST_004162,Female,48,11,One Year,71.6,Fiber Optic,Electronic Check,No,796.72
CUST_004163,Male,67,1,Two Year,93.5,DSL,Mailed Check,No,95.75
CUST_004164,Female,33,28,Month-to-Month,29.47,Fiber Optic,Credit Card,No,804.91
CUST_004165,Female,62,94,Month-to-Month,49.67,Fiber Optic,Electronic Check,Yes,4575.32
CUST_004166,Male,67,80,Two Year,112.66,No,Bank Transfer,No,9139.24
CUST_004167,Female,32,4,One Year,62.91,DSL,Electronic Check,No,263.35
CUST_004168,Female,23,4,Month-to-Month,113.89,DSL,Electronic Check,Yes,442.53
CUST_004169,Male,49,20,One Year,119.14,Fiber Optic,Bank Transfer,No,2419.55
CUST_004170,Female,36,24,Two Year,72.67,Fiber Optic,Credit Card,No,1814.99
CUST_004171,Female,73,32,Two Year,48.8,Fiber Optic,Mailed Check,No,1555.66
CUST_004172,Male,45,4,One Year,99.08,No,Bank Transfer,No,389.06
CUST_004173,Female,32,76,Month-to-Month,35.93,No,Bank Transfer,No,2776.25
CUST_004174,Male,27,24,Two Year,45.2,DSL,Mailed Check,No,1033.97
CUST_004175,Female,61,45,Month-to-Month,98.49,Fiber Optic,Bank Transfer,No,4370.07
CUST_004176,Male,36,18,Two Year,63.36,Fiber Optic,Electronic Check,No,1112.88
CUST_004177,Male,45,12,Month-to-Month,40.15,No,Mailed Check,Yes,468.53
CUST_004178,Male,59,90,Month-to-Month,85.11,DSL,Mailed Check,Yes,7414.6
CUST_004179,Female,37,20,Month-to-Month,93.28,Fiber Optic,Credit Card,Yes,1909.83
CUST_004180,Male,44,48,Month-to-Month,32.51,No,Electronic Check,Yes,1631.5
CUST_004181,Male,44,73,One Year,47.7,Fiber Optic,Bank Transfer,No,3441.98
CUST_004182,Male,55,27,Two Year,42.13,Fiber Optic,Electronic Check,Yes,1086.22
CUST_004183,Male,53,19,One Year,57.99,No,Electronic Check,No,1125.93
CUST_004184,Male,41,1,Two Year,96.34,No,Bank Transfer,Yes,96.71
CUST_004185,Female,45,1,Month-to-Month,91.37,DSL,Credit Card,Yes,93.41
CUST_004186,Female,39,5,One Year,86.25,DSL,Mailed Check,Yes,437.63
CUST_004187,Female,22,4,Two Year,20.63,Fiber Optic,Electronic Check,No,85.87
CUST_004188,Female,48,7,One Year,34.21,No,Credit Card,No,230.86
CUST_004189,Female,73,8,Month-to-Month,42.33,No,Electronic Check,Yes,327.44
CUST_004190,Female,31,10,One Year,47.2,Fiber Optic,Bank Transfer,No,464.52
CUST_004191,Female,33,13,One Year,34.64,Fiber Optic,Bank Transfer,No,449.93
CUST_004192,Male,31,2,Month-to-Month,61.03,DSL,Bank Transfer,No,127.26
CUST_004193,Female,55,1,Two Year,27.52,Fiber Optic,Credit Card,No,28.64
CUST_004194,Male,51,26,Two Year,95.0,Fiber Optic,Bank Transfer,No,2561.85
CUST_004195,Male,42,18,Month-to-Month,98.77,Fiber Optic,Electronic Check,Yes,1728.53
CUST_004196,Female,31,14,One Year,77.43,Fiber Optic,Mailed Check,No,1108.92
CUST_004197,Male,46,24,One Year,28.97,Fiber Optic,Mailed Check,No,687.18
CUST_004198,Male,21,42,One Year,109.01,No,Electronic Check,No,4775.83
CUST_004199,Male,47,13,Month-to-Month,116.56,DSL,Credit Card,Yes,1472.02
CUST_004200,Male,58,24,Two Year,40.24,Fiber Optic,Electronic Check,No,931.11
CUST_004201,Female,26,73,Month-to-Month,90.46,Fiber Optic,Bank Transfer,Yes,6829.68
CUST_004202,Female,22,43,Month-to-Month,104.19,Fiber Optic,Bank Transfer,Yes,4577.35
CUST_004203,Female,68,13,Two Year,73.98,Fiber Optic,Credit Card,No,992.65
CUST_004204,Female,35,24,One Year,52.33,DSL,Bank Transfer,No,1212.96
CUST_004205,Female,62,4,Two Year,67.86,DSL,Bank Transfer,No,281.88
CUST_004206,Female,42,19,Month-to-Month,71.23,DSL,Electronic Check,No,1377.41
CUST_004207,Female,42,95,Month-to-Month,60.06,DSL,Bank Transfer,Yes,5792.18
CUST_004208,Female,51,17,Two Year,112.98,Fiber Optic,Electronic Check,No,1936.52
CUST_004209,Female,31,63,Month-to-Month,94.39,DSL,Credit Card,Yes,6104.08
CUST_004210,Female,46,12,Two Year,44.13,Fiber Optic,Electronic Check,No,525.09
CUST_004211,Male,39,120,Two Year,78.56,DSL,Electronic Check,No,9081.05
CUST_004212,Female,25,20,One Year,88.87,Fiber Optic,Mailed Check,Yes,1784.38
CUST_004213,Male,50,1,Month-to-Month,34.02,Fiber Optic,Credit Card,No,34.86
CUST_004214,Male,41,21,One Year,55.84,DSL,Bank Transfer,No,1132.03
CUST_004215,Male,42,7,Two Year,110.55,Fiber Optic,Electronic Check,No,752.49
CUST_004216,Male,26,1,Month-to-Month,76.72,No,Electronic Check,No,78.23
CUST_004217,Female,68,41,Month-to-Month,41.7,DSL,Electronic Check,Yes,1670.32
CUST_004218,Male,58,7,Month-to-Month,32.28,Fiber Optic,Mailed Check,Yes,218.5
CUST_004219,Female,59,38,Month-to-Month,71.82,DSL,Bank Transfer,No,2835.43
CUST_004220,Female,40,8,Two Year,74.77,DSL,Mailed Check,No,577.88
CUST_004221,Male,19,5,Two Year,53.44,Fiber Optic,Bank Transfer,Yes,263.04
CUST_004222,Female,74,87,Two Year,83.04,DSL,Mailed Check,No,7172.77
CUST_004223,Male,44,10,One Year,26.87,No,Credit Card,No,268.06
CUST_004224,Male,33,22,One Year,34.51,DSL,Electronic Check,Yes,748.69
CUST_004225,Female,51,22,Month-to-Month,74.63,DSL,Bank Transfer,No,1709.59
CUST_004226,Female,62,19,One Year,26.18,Fiber Optic,Bank Transfer,No,505.31
CUST_004227,Male,44,59,One Year,108.09,Fiber Optic,Electronic Check,No,6287.71
CUST_004228,Female,64,26,Two Year,34.21,Fiber Optic,Mailed Check,No,876.8
CUST_004229,Female,61,12,Two Year,87.39,DSL,Mailed Check,No,1048.99
CUST_004230,Female,28,47,Two Year,59.12,No,Electronic Check,No,2649.06
CUST_004231,Male,34,4,Two Year,59.98,No,Mailed Check,No,250.16
CUST_004232,Male,59,18,Two Year,96.49,Fiber Optic,Mailed Check,No,1688.76
CUST_004233,Female,18,72,Month-to-Month,69.95,Fiber Optic,Electronic Check,Yes,5135.92
CUST_004234,Female,42,23,Two Year,92.57,Fiber Optic,Mailed Check,No,2188.24
CUST_004235,Female,23,40,One Year,70.52,DSL,Mailed Check,No,2913.15
CUST_004236,Female,37,25,Month-to-Month,79.29,DSL,Electronic Check,Yes,1915.97
CUST_004237,Female,40,43,Month-to-Month,96.07,DSL,Electronic Check,Yes,4146.17
CUST_004238,Male,39,69,One Year,80.73,No,Bank Transfer,No,5338.46
CUST_004239,Female,36,7,Month-to-Month,81.56,DSL,Bank Transfer,No,588.32
CUST_004240,Male,28,4,Month-to-Month,98.92,Fiber Optic,Credit Card,No,395.14
CUST_004241,Female,75,15,One Year,114.91,DSL,Electronic Check,No,1664.79
CUST_004242,Male,73,29,Two Year,57.67,Fiber Optic,Electronic Check,No,1709.0
CUST_004243,Female,27,6,Two Year,77.71,DSL,Electronic Check,No,458.39
CUST_004244,Male,68,1,Month-to-Month,28.63,Fiber Optic,Bank Transfer,No,27.53
CUST_004245,Female,39,10,Month-to-Month,55.88,DSL,Bank Transfer,No,556.62
CUST_004246,Male,46,83,Month-to-Month,61.2,No,Mailed Check,No,4945.12
CUST_004247,Male,44,28,Month-to-Month,103.52,No,Credit Card,No,3029.06
CUST_004248,Male,35,12,Month-to-Month,71.34,Fiber Optic,Bank Transfer,Yes,844.21
CUST_004249,Male,59,5,Two Year,93.11,DSL,Credit Card,No,468.92
CUST_004250,Male,46,10,One Year,21.9,DSL,Electronic Check,No,228.82
CUST_004251,Male,37,4,Month-to-Month,66.45,No,Electronic Check,Yes,262.98
CUST_004252,Female,25,2,Month-to-Month,110.13,DSL,Electronic Check,Yes,217.14
CUST_004253,Male,31,56,Month-to-Month,42.43,DSL,Electronic Check,No,2295.86
CUST_004254,Female,20,120,Month-to-Month,23.15,Fiber Optic,Credit Card,Yes,2899.76
CUST_004255,Female,45,4,Month-to-Month,63.34,DSL,Electronic Check,Yes,260.98
CUST_004256,Female,27,1,Two Year,90.44,DSL,Bank Transfer,No,87.92
CUST_004257,Female,41,9,Month-to-Month,65.45,Fiber Optic,Electronic Check,No,579.19
CUST_004258,Female,65,14,Month-to-Month,66.0,Fiber Optic,Electronic Check,No,962.34
CUST_004259,Male,62,5,Month-to-Month,86.98,DSL,Electronic Check,Yes,436.52
CUST_004260,Male,44,8,One Year,45.44,Fiber Optic,Electronic Check,Yes,365.57
CUST_004261,Male,43,5,Month-to-Month,95.19,Fiber Optic,Bank Transfer,Yes,483.0
CUST_004262,Female,73,35,Month-to-Month,35.31,Fiber Optic,Credit Card,No,1268.25
CUST_004263,Male,52,29,Month-to-Month,59.58,DSL,Bank Transfer,No,1803.72
CUST_004264,Male,40,24,One Year,85.6,Fiber Optic,Bank Transfer,No,2116.49
CUST_004265,Male,23,11,Month-to-Month,102.84,Fiber Optic,Electronic Check,Yes,1180.4
CUST_004266,Male,50,57,Month-to-Month,99.15,Fiber Optic,Credit Card,Yes,5832.74
CUST_004267,Male,57,83,Month-to-Month,92.17,DSL,Electronic Check,No,7303.13
CUST_004268,Female,35,4,Month-to-Month,55.91,DSL,Credit Card,No,215.09
CUST_004269,Male,49,6,Month-to-Month,32.23,No,Bank Transfer,No,200.82
CUST_004270,Female,39,17,Month-to-Month,41.68,DSL,Electronic Check,No,675.09
CUST_004271,Female,42,2,Month-to-Month,106.48,Fiber Optic,Mailed Check,No,219.22
CUST_004272,Female,18,13,Month-to-Month,105.73,No,Credit Card,No,1422.58
CUST_004273,Female,41,20,Month-to-Month,115.16,Fiber Optic,Electronic Check,No,2283.73
CUST_004274,Female,59,17,Month-to-Month,27.6,Fiber Optic,Electronic Check,Yes,462.39
CUST_004275,Male,35,9,Month-to-Month,73.68,DSL,Electronic Check,No,642.86
CUST_004276,Male,45,18,Two Year,84.87,No,Bank Transfer,No,1458.75
CUST_004277,Male,33,76,One Year,91.07,Fiber Optic,Electronic Check,No,7091.16
CUST_004278,Female,50,5,Two Year,84.39,Fiber Optic,Credit Card,No,403.96
CUST_004279,Male,41,25,Two Year,97.0,Fiber Optic,Credit Card,No,2532.83
CUST_004280,Male,30,1,Two Year,55.95,No,Credit Card,No,54.81
CUST_004281,Female,64,1,One Year,37.94,Fiber Optic,Electronic Check,No,39.06
CUST_004282,Female,58,19,One Year,40.46,DSL,Bank Transfer,No,734.89
CUST_004283,Female,35,2,Month-to-Month,21.2,Fiber Optic,Electronic Check,Yes,42.55
CUST_004284,Female,52,1,Month-to-Month,55.03,Fiber Optic,Bank Transfer,No,54.2
CUST_004285,Male,53,4,One Year,29.17,DSL,Credit Card,No,111.2
CUST_004286,Female,54,19,Two Year,52.15,No,Bank Transfer,No,1006.29
CUST_004287,Female,19,29,Month-to-Month,82.82,DSL,Credit Card,No,2508.22
CUST_004288,Male,60,5,One Year,109.45,Fiber Optic,Credit Card,No,520.48
CUST_004289,Male,36,26,Month-to-Month,103.96,DSL,Electronic Check,No,2640.91
CUST_004290,Female,39,4,Month-to-Month,45.27,DSL,Bank Transfer,Yes,184.77
CUST_004291,Male,75,22,Month-to-Month,33.41,Fiber Optic,Electronic Check,No,762.31
CUST_004292,Female,49,12,Month-to-Month,39.31,No,Mailed Check,Yes,457.13
CUST_004293,Female,39,25,Month-to-Month,117.1,Fiber Optic,Electronic Check,No,2801.83
CUST_004294,Male,18,120,One Year,74.95,DSL,Credit Card,No,8552.07
CUST_004295,Male,65,66,Two Year,38.25,Fiber Optic,Mailed Check,No,2452.6
CUST_004296,Female,24,1,Two Year,104.07,DSL,Bank Transfer,Yes,99.61
CUST_004297,Female,29,51,Month-to-Month,59.52,DSL,Bank Transfer,Yes,2992.84
CUST_004298,Female,40,1,Two Year,109.92,DSL,Credit Card,No,109.26
CUST_004299,Male,66,73,Month-to-Month,46.07,DSL,Bank Transfer,Yes,3356.36
CUST_004300,Female,56,7,Month-to-Month,59.32,Fiber Optic,Electronic Check,Yes,400.39
CUST_004301,Female,42,11,One Year,70.49,Fiber Optic,Bank Transfer,No,772.6
CUST_004302,Female,49,2,Month-to-Month,109.26,DSL,Bank Transfer,Yes,207.79
CUST_004303,Female,35,2,Month-to-Month,106.88,Fiber Optic,Bank Transfer,Yes,208.19
CUST_004304,Female,47,31,Month-to-Month,77.44,DSL,Electronic Check,Yes,2369.21
CUST_004305,Male,46,69,One Year,42.18,No,Electronic Check,No,2799.34
CUST_004306,Female,59,22,Month-to-Month,60.34,Fiber Optic,Credit Card,No,1369.16
CUST_004307,Female,59,30,One Year,117.56,DSL,Electronic Check,No,3421.42
CUST_004308,Female,52,34,One Year,80.78,No,Mailed Check,No,2816.53
CUST_004309,Female,39,7,One Year,98.11,DSL,Electronic Check,No,684.98
CUST_004310,Male,56,1,Two Year,64.99,Fiber Optic,Electronic Check,Yes,64.86
CUST_004311,Male,43,1,Month-to-Month,73.2,DSL,Electronic Check,No,74.26
CUST_004312,Male,28,10,Month-to-Month,62.9,Fiber Optic,Bank Transfer,No,600.34
CUST_004313,Female,38,6,Month-to-Month,90.29,Fiber Optic,Credit Card,No,518.92
CUST_004314,Female,46,1,Month-to-Month,105.15,DSL,Electronic Check,No,103.33
CUST_004315,Male,58,4,One Year,70.74,DSL,Electronic Check,Yes,280.61
CUST_004316,Male,42,3,Month-to-Month,68.09,Fiber Optic,Bank Transfer,No,202.84
CUST_004317,Male,26,59,Month-to-Month,54.03,DSL,Mailed Check,No,3244.16
CUST_004318,Female,45,3,One Year,37.71,DSL,Credit Card,No,107.48
CUST_004319,Female,46,18,One Year,113.92,Fiber Optic,Mailed Check,No,2144.7
CUST_004320,Male,47,21,One Year,51.61,No,Mailed Check,No,1048.53
CUST_004321,Male,58,18,Two Year,100.07,DSL,Bank Transfer,No,1755.98
CUST_004322,Male,60,2,One Year,91.53,DSL,Credit Card,Yes,190.49
CUST_004323,Female,36,9,One Year,99.09,No,Bank Transfer,No,847.71
CUST_004324,Female,35,1,Month-to-Month,113.68,DSL,Electronic Check,Yes,119.27
CUST_004325,Female,29,12,Two Year,82.34,Fiber Optic,Electronic Check,No,942.23
CUST_004326,Male,55,5,One Year,109.8,No,Credit Card,No,528.17
CUST_004327,Male,66,19,Month-to-Month,36.77,No,Credit Card,Yes,680.47
CUST_004328,Female,40,28,Month-to-Month,82.67,DSL,Electronic Check,No,2300.58
CUST_004329,Male,41,18,One Year,97.23,DSL,Credit Card,No,1753.37
CUST_004330,Female,67,13,Two Year,47.16,DSL,Bank Transfer,No,588.85
CUST_004331,Male,52,11,Month-to-Month,94.08,No,Bank Transfer,No,990.76
CUST_004332,Male,51,44,Month-to-Month,97.85,No,Electronic Check,No,4103.85
CUST_004333,Male,27,5,Two Year,103.12,DSL,Credit Card,No,503.06
CUST_004334,Male,55,31,Two Year,51.29,Fiber Optic,Electronic Check,No,1657.01
CUST_004335,Female,31,34,Month-to-Month,88.16,No,Bank Transfer,Yes,2964.42
CUST_004336,Male,27,13,Month-to-Month,50.43,DSL,Electronic Check,Yes,672.9
CUST_004337,Female,39,8,One Year,93.9,DSL,Credit Card,No,727.93
CUST_004338,Female,36,15,Month-to-Month,66.3,DSL,Electronic Check,No,951.21
CUST_004339,Female,41,2,Two Year,79.75,Fiber Optic,Electronic Check,Yes,160.37
CUST_004340,Male,23,1,Month-to-Month,61.58,No,Electronic Check,No,63.56
CUST_004341,Female,59,2,Month-to-Month,36.2,No,Electronic Check,Yes,75.28
CUST_004342,Female,61,4,Month-to-Month,37.8,DSL,Mailed Check,No,151.9
CUST_004343,Female,18,16,Month-to-Month,27.76,DSL,Electronic Check,Yes,435.01
CUST_004344,Male,59,45,Month-to-Month,81.81,Fiber Optic,Credit Card,Yes,3537.69
CUST_004345,Male,32,6,Month-to-Month,104.86,Fiber Optic,Bank Transfer,No,639.72
CUST_004346,Female,57,65,One Year,22.08,Fiber Optic,Bank Transfer,No,1403.69
CUST_004347,Male,43,74,Month-to-Month,26.62,Fiber Optic,Electronic Check,No,2037.64
CUST_004348,Female,45,76,Two Year,65.75,Fiber Optic,Mailed Check,No,5049.53
CUST_004349,Female,42,43,Month-to-Month,93.77,DSL,Electronic Check,Yes,4176.81
CUST_004350,Male,63,10,One Year,35.77,Fiber Optic,Credit Card,No,360.08
CUST_004351,Female,26,1,Month-to-Month,47.17,No,Electronic Check,No,48.45
CUST_004352,Male,54,20,Month-to-Month,43.2,DSL,Credit Card,Yes,846.23
CUST_004353,Male,61,19,One Year,59.91,Fiber Optic,Mailed Check,No,1138.64
CUST_004354,Female,55,45,One Year,42.5,DSL,Credit Card,No,1820.59
CUST_004355,Male,75,120,One Year,55.26,Fiber Optic,Electronic Check,No,6702.71
CUST_004356,Male,37,17,One Year,92.85,Fiber Optic,Electronic Check,No,1583.78
CUST_004357,Female,59,10,One Year,81.1,Fiber Optic,Bank Transfer,No,831.7
CUST_004358,Female,43,4,Month-to-Month,28.12,No,Credit Card,No,115.06
CUST_004359,Male,63,1,Two Year,83.77,Fiber Optic,Bank Transfer,No,84.84
CUST_004360,Male,44,17,One Year,67.71,Fiber Optic,Electronic Check,No,1100.04
CUST_004361,Female,39,19,Two Year,113.46,DSL,Bank Transfer,No,2242.62
CUST_004362,Male,64,41,Two Year,48.93,Fiber Optic,Credit Card,No,1909.44
CUST_004363,Male,37,16,Month-to-Month,92.62,DSL,Electronic Check,Yes,1526.86
CUST_004364,Male,23,59,Month-to-Month,93.09,No,Electronic Check,No,5480.97
